"tissue","module","n_genes","cor_flight","padj_flight","cor_light","padj_light","cor_dysbiosis_16S","padj_dysbiosis_16S","cor_dysbiosis_ITS","padj_dysbiosis_ITS","n_sig_taxa_correlations","max_taxon_rho","directionality"
"Leaf","greenyellow",46,0.455984184920203,0.0691274207283718,0.270423614435248,0.43787468017246,0.420330430957364,0.116097391108129,0.370860499057186,0.212141787315801,0,0.611199383228405,"unresponsive"
"Leaf","tan",41,0.545220263699662,0.0275178469107482,0.692047813797879,0.0065029269746159,0.550894092228461,0.0313575379715981,0.546413391954476,0.134955657591919,0,0.564738805119906,"co_regulated"
"Leaf","green",209,0.263648046483972,0.279068860069771,-0.122080589857726,0.660771137224574,0.428356831899424,0.116097391108129,0.338442639618104,0.247821269113254,0,0.539632824378991,"unresponsive"
"Leaf","yellow",238,0.348102448159041,0.176250168204318,-0.665189427983352,0.0065029269746159,0.325999691486055,0.194024051435285,0.137570696924329,0.717688673546937,1,0.664066471732323,"host_driven"
"Leaf","black",187,0.124293305533917,0.591409106437094,-0.0923733380158363,0.690452794910777,0.0797344426276895,0.731175061200435,-0.108409776911196,0.756313276334978,1,0.611777773170722,"unresponsive"
"Leaf","red",202,0.446336482955024,0.0691274207283718,-0.472328048385578,0.0795995438537601,0.410155642678916,0.116097391108129,0.197817534354383,0.563390487976771,2,0.743559199629062,"unresponsive"
"Leaf","turquoise",2037,0.729759239393446,0.00112821503292427,-0.243026388123349,0.468744046638745,0.579506613439786,0.0270135156816476,0.377295226761436,0.212141787315801,8,0.761436792294165,"co_regulated"
"Leaf","magenta",150,-0.258644329291809,0.279068860069771,0.1181695493525,0.660771137224574,-0.340042682270848,0.189943801845812,-0.284870155718959,0.342392631832998,0,0.549031334896802,"unresponsive"
"Leaf","blue",1012,-0.785095030852294,0.00032425789538187,0.358533411524642,0.239398511727866,-0.576438196703761,0.0270135156816476,-0.403431003676892,0.212141787315801,10,0.830412416462909,"co_regulated"
"Leaf","purple",109,-0.568249564003883,0.0233923563811015,0.54488955244083,0.0345816455704131,-0.401218471196217,0.116097391108129,-0.400133447342511,0.212141787315801,1,0.632952786489644,"host_driven"
"Leaf","brown",347,-0.663636209056108,0.00449886789368181,-0.207156094254889,0.530954250909739,-0.611217389988001,0.0270135156816476,-0.442058834871997,0.212141787315801,5,0.785478895726449,"co_regulated"
"Leaf","pink",152,-0.457740717647514,0.0691274207283718,-0.56521435235709,0.0328667896198632,-0.21932380168797,0.401185042842087,-0.0403636668977004,0.862090665380756,0,0.494914503481856,"host_driven"
"Leaf","grey",270,0.306563265772463,0.229437885181973,0.118645245345669,0.660771137224574,0.127472322474846,0.630372909654047,0.0490576489575007,0.862090665380756,0,0.385285300595702,"unassigned"
"Adv-Root","brown",439,0.0351535276478442,0.901018595655685,-0.841778447722639,0.00141213201868461,-0.00859422068054107,0.975749773769437,-0.0338754097832137,0.965418987745105,0,0.894613510591771,"host_driven"
"Adv-Root","lightcyan",36,0.140478128014994,0.792798122231338,0.115623690458368,0.772430468667017,0.135271387468177,0.824825919779851,0.549812212144083,0.0716730319074728,0,0.82182246067064,"unresponsive"
"Adv-Root","pink",141,0.599745692095918,0.076975220797249,-0.353577715064782,0.555512307764994,0.392904987905353,0.336933216129153,0.600974374110941,0.0570853802469339,0,0.723568051144936,"unresponsive"
"Adv-Root","purple",109,0.409498952198535,0.31468048849276,-0.215425143910247,0.772430468667017,0.141684472742454,0.824825919779851,0.419153909279458,0.174529123854282,0,0.725113783812038,"unresponsive"
"Adv-Root","midnightblue",43,0.226989672061807,0.642748643703716,0.228251426124609,0.772430468667017,0.225059433914887,0.793293017120669,0.531673191768996,0.0781459282871934,0,0.833880851383843,"unresponsive"
"Adv-Root","turquoise",1768,0.716122591648658,0.0151767697108142,0.180840951666654,0.772430468667017,0.463201156176526,0.336933216129153,0.64684436553303,0.0518775032673856,0,0.927869618527036,"host_driven"
"Adv-Root","salmon",54,0.472430915916291,0.213528103540072,-0.011098494025028,0.968686321845664,0.0152777342248005,0.975749773769437,-0.0262866982262395,0.965418987745105,0,0.845091378244798,"unresponsive"
"Adv-Root","greenyellow",82,0.0484306168275318,0.901018595655685,-0.303779745316107,0.658168459928991,-0.383215288105776,0.336933216129153,-0.51510258757869,0.0840055151470332,0,0.665673519978407,"unresponsive"
"Adv-Root","black",169,-0.377301172771136,0.320486101054757,-0.121995111010936,0.772430468667017,-0.496411241571527,0.336933216129153,-0.846359983588051,0.00118026581599583,0,0.85809867342476,"microbe_driven"
"Adv-Root","tan",61,0.0741704110411263,0.898485375169079,0.16684094566165,0.772430468667017,-0.143769493419945,0.824825919779851,-0.415807718033377,0.174529123854282,0,0.782216558951573,"unresponsive"
"Adv-Root","green",287,-0.527315292759642,0.147508998609721,-0.620639074307058,0.0576078614444347,-0.411894721285741,0.336933216129153,-0.6520479629661,0.0518775032673856,0,0.826587676895206,"unresponsive"
"Adv-Root","blue",998,-0.716036809599055,0.0151767697108142,0.122321891702795,0.772430468667017,-0.42534314486976,0.336933216129153,-0.564494224739327,0.0688770374103214,1,0.978945010372561,"host_driven"
"Adv-Root","magenta",133,-0.764415250847874,0.0151767697108142,-0.186984796486012,0.772430468667017,-0.526317908963306,0.336933216129153,-0.591707857653304,0.0570853802469339,0,0.749105747067699,"host_driven"
"Adv-Root","yellow",359,0.373994168531579,0.320486101054757,0.799505985652095,0.00295254623543277,0.463956309594545,0.336933216129153,0.6242366329588,0.0546948278869252,0,0.912870929175277,"host_driven"
"Adv-Root","cyan",50,-0.171544203895142,0.766409949315535,0.395430169756543,0.491631861258239,0.167562201382316,0.824825919779851,0.158206957601936,0.749749612268481,0,0.682315357977868,"unresponsive"
"Adv-Root","red",212,-0.317312502711055,0.4235500129539,0.771543121371998,0.00427628913259047,0.0399919681720422,0.975749773769437,-0.0122571419130625,0.965418987745105,0,0.734315883205756,"host_driven"
"Adv-Root","grey",59,0.126641465373451,0.792798122231338,0.0957689280938277,0.780110678119882,0.113417598416208,0.834634437657348,0.108072230378296,0.851749767929408,0,0.670063243425253,"unassigned"
